Source,Target,Musica
aracaju,natal,"abrindo e fechando"
aracaju,salvador,"sossego"
aracaju,natal,"la raba"
aracaju,teresina,"la raba"
aracaju,teresina,"eta (empina essa rabeta) - ao vivo"
aracaju,salvador,"quanto custa?"
aracaju,florianopolis,"vou te amar o ano inteiro - ao vivo"
aracaju,joao pessoa,"vou te amar o ano inteiro - ao vivo"
aracaju,maceio,"vou te amar o ano inteiro - ao vivo"
aracaju,sao luis,"vou te amar o ano inteiro - ao vivo"
aracaju,natal,"amor da sua vida - ao vivo"
aracaju,salvador,"ei olha o som (empinadinha) - ao vivo"
aracaju,natal,"toma conta de mim"
aracaju,brasilia,"o doce - acustico em trancoso / ao vivo"
aracaju,florianopolis,"o doce - acustico em trancoso / ao vivo"
aracaju,joao pessoa,"o doce - acustico em trancoso / ao vivo"
aracaju,maceio,"o doce - acustico em trancoso / ao vivo"
aracaju,sao luis,"o doce - acustico em trancoso / ao vivo"
aracaju,manaus,"ficar numa boa"
aracaju,teresina,"ficar numa boa"
aracaju,recife,"tudo que eu queria"
aracaju,joao pessoa,"absurda"
aracaju,sao luis,"absurda"
aracaju,natal,"pode balanca"
aracaju,belo horizonte,"acalanto"
aracaju,brasilia,"taquita"
aracaju,florianopolis,"taquita"
aracaju,joao pessoa,"taquita"
aracaju,maceio,"taquita"
aracaju,sao luis,"taquita"
aracaju,joao pessoa,"sentimental"
aracaju,sao luis,"sentimental"
aracaju,fortaleza,"voce chegou"
aracaju,manaus,"voce chegou"
aracaju,palmas,"voce chegou"
aracaju,teresina,"voce chegou"
aracaju,salvador,"o amor ta ai"
aracaju,natal,"disputa das potrancas"
aracaju,rio branco,"disputa das potrancas"
aracaju,teresina,"disputa das potrancas"
aracaju,natal,"mamacita"
aracaju,teresina,"mamacita"
aracaju,teresina,"acucar ou adocante"
aracaju,teresina,"sem vacilacao"
aracaju,natal,"tome baby"
aracaju,fortaleza,"nossa cancao"
aracaju,salvador,"desca dai seu corno"
aracaju,rio branco,"aquecimento da taina costa"
aracaju,teresina,"aquecimento da taina costa"
aracaju,natal,"deixa lenta"
aracaju,palmas,"deixa lenta"
aracaju,rio branco,"deixa lenta"
aracaju,teresina,"deixa lenta"
aracaju,fortaleza,"carta branca"
aracaju,natal,"carta branca"
aracaju,natal,"nao insista"
aracaju,teresina,"nao insista"
aracaju,natal,"ta rocheda"
aracaju,palmas,"ta rocheda"
aracaju,rio branco,"ta rocheda"
aracaju,teresina,"ta rocheda"
belem,brasilia,"fuego"
belem,goiania,"fuego"
belem,sao paulo,"fuego"
belem,brasilia,"papel amassado - na praia 2 / ao vivo"
belem,cuiaba,"papel amassado - na praia 2 / ao vivo"
belem,florianopolis,"papel amassado - na praia 2 / ao vivo"
belem,goiania,"papel amassado - na praia 2 / ao vivo"
belem,joao pessoa,"papel amassado - na praia 2 / ao vivo"
belem,maceio,"papel amassado - na praia 2 / ao vivo"
belem,porto velho,"papel amassado - na praia 2 / ao vivo"
belem,sao luis,"papel amassado - na praia 2 / ao vivo"
belem,sao paulo,"papel amassado - na praia 2 / ao vivo"
belem,brasilia,"to limpando voce da minha vida - ao vivo"
belem,manaus,"to limpando voce da minha vida - ao vivo"
belem,brasilia,"um tal de toma - ao vivo"
belem,joao pessoa,"um tal de toma - ao vivo"
belem,sao luis,"um tal de toma - ao vivo"
belem,brasilia,"santinha - ao vivo"
belem,cuiaba,"santinha - ao vivo"
belem,joao pessoa,"santinha - ao vivo"
belem,maceio,"santinha - ao vivo"
belem,sao luis,"santinha - ao vivo"
belem,brasilia,"de quem e a culpa - ao vivo"
belem,cuiaba,"de quem e a culpa - ao vivo"
belem,goiania,"de quem e a culpa - ao vivo"
belem,joao pessoa,"de quem e a culpa - ao vivo"
belem,maceio,"de quem e a culpa - ao vivo"
belem,porto velho,"de quem e a culpa - ao vivo"
belem,sao luis,"de quem e a culpa - ao vivo"
belem,sao paulo,"de quem e a culpa - ao vivo"
belem,brasilia,"o cacto e o balao"
belem,goiania,"o cacto e o balao"
belem,sao paulo,"o cacto e o balao"
belem,brasilia,"eu sei de cor - ao vivo"
belem,cuiaba,"eu sei de cor - ao vivo"
belem,goiania,"eu sei de cor - ao vivo"
belem,joao pessoa,"eu sei de cor - ao vivo"
belem,maceio,"eu sei de cor - ao vivo"
belem,sao luis,"eu sei de cor - ao vivo"
belem,sao paulo,"eu sei de cor - ao vivo"
belem,brasilia,"ate ex duvida - ao vivo"
belem,cuiaba,"ate ex duvida - ao vivo"
belem,florianopolis,"ate ex duvida - ao vivo"
belem,goiania,"ate ex duvida - ao vivo"
belem,joao pessoa,"ate ex duvida - ao vivo"
belem,maceio,"ate ex duvida - ao vivo"
belem,porto velho,"ate ex duvida - ao vivo"
belem,sao luis,"ate ex duvida - ao vivo"
belem,sao paulo,"ate ex duvida - ao vivo"
belem,brasilia,"do teto ao chao - ao vivo"
belem,cuiaba,"do teto ao chao - ao vivo"
belem,florianopolis,"do teto ao chao - ao vivo"
belem,goiania,"do teto ao chao - ao vivo"
belem,joao pessoa,"do teto ao chao - ao vivo"
belem,maceio,"do teto ao chao - ao vivo"
belem,porto velho,"do teto ao chao - ao vivo"
belem,sao luis,"do teto ao chao - ao vivo"
belem,sao paulo,"do teto ao chao - ao vivo"
belem,brasilia,"beba mais"
belem,goiania,"beba mais"
belem,sao paulo,"beba mais"
belem,joao pessoa,"oitava dose - na praia 2 / ao vivo"
belem,maceio,"oitava dose - na praia 2 / ao vivo"
belem,sao luis,"oitava dose - na praia 2 / ao vivo"
belem,sao luis,"vidro fume - ao vivo"
belem,brasilia,"quem chorava hoje ri - ao vivo"
belem,joao pessoa,"quem chorava hoje ri - ao vivo"
belem,manaus,"quem chorava hoje ri - ao vivo"
belem,sao luis,"quem chorava hoje ri - ao vivo"
belem,brasilia,"ela domina o ratata tum tum - ao vivo"
belem,maceio,"ela domina o ratata tum tum - ao vivo"
belem,sao luis,"ela domina o ratata tum tum - ao vivo"
belem,brasilia,"olha a explosao"
belem,goiania,"olha a explosao"
belem,joao pessoa,"olha a explosao"
belem,maceio,"olha a explosao"
belem,porto velho,"olha a explosao"
belem,sao luis,"olha a explosao"
belem,brasilia,"regime fechado - ao vivo"
belem,cuiaba,"regime fechado - ao vivo"
belem,goiania,"regime fechado - ao vivo"
belem,joao pessoa,"regime fechado - ao vivo"
belem,maceio,"regime fechado - ao vivo"
belem,porto velho,"regime fechado - ao vivo"
belem,sao luis,"regime fechado - ao vivo"
belem,brasilia,"todo dia"
belem,goiania,"todo dia"
belem,joao pessoa,"todo dia"
belem,sao paulo,"todo dia"
belem,joao pessoa,"loka"
belem,maceio,"loka"
belem,porto velho,"loka"
belem,sao luis,"loka"
belem,sao paulo,"loka"
belem,brasilia,"amor mal resolvido - ao vivo"
belem,cuiaba,"amor mal resolvido - ao vivo"
belem,goiania,"amor mal resolvido - ao vivo"
belem,sao paulo,"amor mal resolvido - ao vivo"
belem,sao paulo,"fala a verdade - ao vivo"
belem,cuiaba,"tumbalatum"
belem,florianopolis,"tumbalatum"
belem,goiania,"tumbalatum"
belem,joao pessoa,"tumbalatum"
belem,maceio,"tumbalatum"
belem,porto velho,"tumbalatum"
belem,sao luis,"tumbalatum"
belem,sao paulo,"tumbalatum"
belem,brasilia,"voce partiu meu coracao"
belem,cuiaba,"voce partiu meu coracao"
belem,goiania,"voce partiu meu coracao"
belem,joao pessoa,"voce partiu meu coracao"
belem,maceio,"voce partiu meu coracao"
belem,porto velho,"voce partiu meu coracao"
belem,sao luis,"voce partiu meu coracao"
belem,sao paulo,"voce partiu meu coracao"
belem,cuiaba,"singular"
belem,joao pessoa,"singular"
belem,cuiaba,"partiu"
belem,florianopolis,"partiu"
belem,goiania,"partiu"
belem,maceio,"partiu"
belem,porto velho,"partiu"
belem,sao luis,"partiu"
belem,sao paulo,"partiu"
belem,joao pessoa,"k.o."
belem,maceio,"k.o."
belem,sao luis,"k.o."
belem,sao paulo,"10% - ao vivo"
belem,porto velho,"paredes - ao vivo"
belem,cuiaba,"me espera"
belem,goiania,"me espera"
belem,joao pessoa,"me espera"
belem,maceio,"me espera"
belem,sao luis,"me espera"
belem,joao pessoa,"louca de saudade - ao vivo"
belem,sao paulo,"louca de saudade - ao vivo"
belem,brasilia,"50 reais"
belem,cuiaba,"50 reais"
belem,florianopolis,"50 reais"
belem,goiania,"50 reais"
belem,sao paulo,"50 reais"
belem,brasilia,"devagarinho"
belem,florianopolis,"devagarinho"
belem,joao pessoa,"devagarinho"
belem,maceio,"devagarinho"
belem,sao luis,"devagarinho"
belem,brasilia,"voce merece cache - ao vivo"
belem,cuiaba,"voce merece cache - ao vivo"
belem,goiania,"voce merece cache - ao vivo"
belem,joao pessoa,"voce merece cache - ao vivo"
belem,porto velho,"voce merece cache - ao vivo"
belem,sao luis,"voce merece cache - ao vivo"
belem,sao paulo,"voce merece cache - ao vivo"
belem,cuiaba,"na ponta ela fica"
belem,florianopolis,"na ponta ela fica"
belem,maceio,"na ponta ela fica"
belem,sao luis,"na ponta ela fica"
belem,sao paulo,"na ponta ela fica"
belem,brasilia,"homem de familia - ao vivo"
belem,cuiaba,"homem de familia - ao vivo"
belem,goiania,"homem de familia - ao vivo"
belem,porto velho,"homem de familia - ao vivo"
belem,sao paulo,"homem de familia - ao vivo"
belem,cuiaba,"me & you (feat. iro)"
belem,florianopolis,"me & you (feat. iro)"
belem,goiania,"me & you (feat. iro)"
belem,cuiaba,"sou eu"
belem,florianopolis,"sou eu"
belem,joao pessoa,"sou eu"
belem,maceio,"sou eu"
belem,sao luis,"sou eu"
belem,cuiaba,"nao me deixe sozinho"
belem,florianopolis,"nao me deixe sozinho"
belem,joao pessoa,"nao me deixe sozinho"
belem,maceio,"nao me deixe sozinho"
belem,sao luis,"nao me deixe sozinho"
belem,brasilia,"e essa boca ai? - ao vivo"
belem,cuiaba,"e essa boca ai? - ao vivo"
belem,florianopolis,"e essa boca ai? - ao vivo"
belem,goiania,"e essa boca ai? - ao vivo"
belem,porto velho,"e essa boca ai? - ao vivo"
belem,sao paulo,"e essa boca ai? - ao vivo"
belem,maceio,"bom"
belem,sao luis,"bom"
belem,brasilia,"acordando o predio"
belem,cuiaba,"acordando o predio"
belem,goiania,"acordando o predio"
belem,joao pessoa,"acordando o predio"
belem,maceio,"acordando o predio"
belem,porto velho,"acordando o predio"
belem,sao luis,"acordando o predio"
belem,cuiaba,"remexe mexe"
belem,goiania,"remexe mexe"
belem,joao pessoa,"remexe mexe"
belem,maceio,"remexe mexe"
belem,sao luis,"remexe mexe"
belem,brasilia,"ou some ou soma - ao vivo"
belem,joao pessoa,"ou some ou soma - ao vivo"
belem,sao paulo,"ou some ou soma - ao vivo"
belem,maceio,"eu, voce, o mar e ela"
belem,sao paulo,"eu, voce, o mar e ela"
belem,joao pessoa,"minha felicidade"
belem,maceio,"minha felicidade"
belem,sao luis,"minha felicidade"
belem,joao pessoa,"corpo sensual"
belem,maceio,"corpo sensual"
belem,sao luis,"corpo sensual"
belem,brasilia,"to fazendo amor"
belem,cuiaba,"to fazendo amor"
belem,florianopolis,"to fazendo amor"
belem,goiania,"to fazendo amor"
belem,porto velho,"to fazendo amor"
belem,sao luis,"to fazendo amor"
belem,sao paulo,"to fazendo amor"
belem,brasilia,"tudo de bom"
belem,cuiaba,"tudo de bom"
belem,florianopolis,"tudo de bom"
belem,maceio,"tudo de bom"
belem,porto velho,"tudo de bom"
belem,sao luis,"tudo de bom"
belem,joao pessoa,"ultimo romance"
belem,maceio,"ultimo romance"
belem,sao luis,"ultimo romance"
belem,cuiaba,"estaca zero"
belem,goiania,"estaca zero"
belem,joao pessoa,"estaca zero"
belem,maceio,"estaca zero"
belem,porto velho,"estaca zero"
belem,sao luis,"estaca zero"
belem,brasilia,"ficadinha - ao vivo"
belem,cuiaba,"ficadinha - ao vivo"
belem,goiania,"ficadinha - ao vivo"
belem,porto velho,"ficadinha - ao vivo"
belem,sao paulo,"ficadinha - ao vivo"
belem,cuiaba,"elas gostam"
belem,florianopolis,"elas gostam"
belem,goiania,"elas gostam"
belem,maceio,"elas gostam"
belem,porto velho,"elas gostam"
belem,sao luis,"elas gostam"
belem,brasilia,"o verao esta chegando"
belem,cuiaba,"o verao esta chegando"
belem,florianopolis,"o verao esta chegando"
belem,goiania,"o verao esta chegando"
belem,maceio,"o verao esta chegando"
belem,sao luis,"o verao esta chegando"
belem,sao paulo,"o verao esta chegando"
belem,porto velho,"seu policia - ao vivo"
belem,sao paulo,"seu policia - ao vivo"
belem,brasilia,"vidinha de balada - ao vivo"
belem,cuiaba,"vidinha de balada - ao vivo"
belem,goiania,"vidinha de balada - ao vivo"
belem,porto velho,"vidinha de balada - ao vivo"
belem,sao paulo,"vidinha de balada - ao vivo"
belem,cuiaba,"cheia de marra"
belem,florianopolis,"cheia de marra"
belem,maceio,"cheia de marra"
belem,porto velho,"cheia de marra"
belem,sao luis,"cheia de marra"
belem,brasilia,"farofei"
belem,cuiaba,"farofei"
belem,florianopolis,"farofei"
belem,goiania,"farofei"
belem,joao pessoa,"farofei"
belem,sao paulo,"farofei"
belem,florianopolis,"byob"
belem,goiania,"byob"
belem,brasilia,"aquele 1% - ao vivo"
belem,cuiaba,"aquele 1% - ao vivo"
belem,florianopolis,"aquele 1% - ao vivo"
belem,goiania,"aquele 1% - ao vivo"
belem,sao paulo,"aquele 1% - ao vivo"
belem,florianopolis,"suite 14 - ao vivo"
belem,sao paulo,"suite 14 - ao vivo"
belem,florianopolis,"malbec (part. dennis dj) - ao vivo"
belem,sao paulo,"malbec (part. dennis dj) - ao vivo"
belem,cuiaba,"voce foi diferente"
belem,cuiaba,"oh meu deus"
belem,florianopolis,"oh meu deus"
belem,goiania,"oh meu deus"
belem,joao pessoa,"oh meu deus"
belem,sao luis,"oh meu deus"
belem,cuiaba,"de buenas"
belem,goiania,"de buenas"
belem,porto velho,"de buenas"
belem,cuiaba,"ela so quer paz"
belem,florianopolis,"ela so quer paz"
belem,joao pessoa,"te pegar"
belem,maceio,"te pegar"
belem,sao luis,"te pegar"
belo horizonte,florianopolis,"lua cheia"
belo horizonte,campo grande,"hormonios - ao vivo"
belo horizonte,campo grande,"aceita que doi menos - ao vivo"
belo horizonte,brasilia,"cicatrizes"
belo horizonte,palmas,"canarinho prisioneiro - ao vivo"
brasilia,goiania,"fuego"
brasilia,sao paulo,"fuego"
brasilia,goiania,"se sobrar eu vendo - ao vivo"
brasilia,sao paulo,"se sobrar eu vendo - ao vivo"
brasilia,cuiaba,"papel amassado - na praia 2 / ao vivo"
brasilia,florianopolis,"papel amassado - na praia 2 / ao vivo"
brasilia,goiania,"papel amassado - na praia 2 / ao vivo"
brasilia,joao pessoa,"papel amassado - na praia 2 / ao vivo"
brasilia,maceio,"papel amassado - na praia 2 / ao vivo"
brasilia,porto velho,"papel amassado - na praia 2 / ao vivo"
brasilia,sao luis,"papel amassado - na praia 2 / ao vivo"
brasilia,sao paulo,"papel amassado - na praia 2 / ao vivo"
brasilia,goiania,"visao ta ouro"
brasilia,sao paulo,"espirito livre"
brasilia,cuiaba,"ate ex duvida - ao vivo"
brasilia,florianopolis,"ate ex duvida - ao vivo"
brasilia,goiania,"ate ex duvida - ao vivo"
brasilia,joao pessoa,"ate ex duvida - ao vivo"
brasilia,maceio,"ate ex duvida - ao vivo"
brasilia,porto velho,"ate ex duvida - ao vivo"
brasilia,sao luis,"ate ex duvida - ao vivo"
brasilia,sao paulo,"ate ex duvida - ao vivo"
brasilia,goiania,"o cacto e o balao"
brasilia,sao paulo,"o cacto e o balao"
brasilia,cuiaba,"do teto ao chao - ao vivo"
brasilia,florianopolis,"do teto ao chao - ao vivo"
brasilia,goiania,"do teto ao chao - ao vivo"
brasilia,joao pessoa,"do teto ao chao - ao vivo"
brasilia,maceio,"do teto ao chao - ao vivo"
brasilia,porto velho,"do teto ao chao - ao vivo"
brasilia,sao luis,"do teto ao chao - ao vivo"
brasilia,sao paulo,"do teto ao chao - ao vivo"
brasilia,goiania,"beba mais"
brasilia,sao paulo,"beba mais"
brasilia,cuiaba,"a nossa praia - na praia 2 / ao vivo"
brasilia,goiania,"a nossa praia - na praia 2 / ao vivo"
brasilia,porto velho,"a nossa praia - na praia 2 / ao vivo"
brasilia,cuiaba,"de quem e a culpa - ao vivo"
brasilia,goiania,"de quem e a culpa - ao vivo"
brasilia,joao pessoa,"de quem e a culpa - ao vivo"
brasilia,maceio,"de quem e a culpa - ao vivo"
brasilia,porto velho,"de quem e a culpa - ao vivo"
brasilia,sao luis,"de quem e a culpa - ao vivo"
brasilia,sao paulo,"de quem e a culpa - ao vivo"
brasilia,cuiaba,"eu sei de cor - ao vivo"
brasilia,goiania,"eu sei de cor - ao vivo"
brasilia,joao pessoa,"eu sei de cor - ao vivo"
brasilia,maceio,"eu sei de cor - ao vivo"
brasilia,sao luis,"eu sei de cor - ao vivo"
brasilia,sao paulo,"eu sei de cor - ao vivo"
brasilia,sao paulo,"saudade"
brasilia,sao paulo,"meu bloco"
brasilia,sao paulo,"uma noite e 1/2"
brasilia,manaus,"to limpando voce da minha vida - ao vivo"
brasilia,goiania,"amigo taxista"
brasilia,cuiaba,"bateria acabou"
brasilia,goiania,"bateria acabou"
brasilia,porto velho,"bateria acabou"
brasilia,goiania,"insonia"
brasilia,goiania,"traicao nao tem perdao - ao vivo"
brasilia,sao luis,"traicao nao tem perdao - ao vivo"
brasilia,cuiaba,"santinha - ao vivo"
brasilia,joao pessoa,"santinha - ao vivo"
brasilia,maceio,"santinha - ao vivo"
brasilia,sao luis,"santinha - ao vivo"
brasilia,goiania,"fecha o porta-malas - ao vivo"
brasilia,cuiaba,"cadeira de aco"
brasilia,goiania,"nao existe amor sem briga - ao vivo"
brasilia,goiania,"casa amarela"
brasilia,palmas,"casa amarela"
brasilia,goiania,"onde ha fumaca, ha fogo - ao vivo"
brasilia,joao pessoa,"um tal de toma - ao vivo"
brasilia,sao luis,"um tal de toma - ao vivo"
brasilia,joao pessoa,"to limpando voce da minha vida (feat. solange almeida)"
brasilia,maceio,"to limpando voce da minha vida (feat. solange almeida)"
brasilia,sao luis,"to limpando voce da minha vida (feat. solange almeida)"
brasilia,cuiaba,"sob nova direcao - ao vivo"
brasilia,goiania,"sob nova direcao - ao vivo"
brasilia,cuiaba,"sorte que ce beija bem - ao vivo"
brasilia,goiania,"sorte que ce beija bem - ao vivo"
brasilia,sao paulo,"sorte que ce beija bem - ao vivo"
brasilia,cuiaba,"regime fechado - ao vivo"
brasilia,goiania,"regime fechado - ao vivo"
brasilia,joao pessoa,"regime fechado - ao vivo"
brasilia,maceio,"regime fechado - ao vivo"
brasilia,porto velho,"regime fechado - ao vivo"
brasilia,sao luis,"regime fechado - ao vivo"
brasilia,goiania,"abre o portao que eu cheguei - ao vivo"
brasilia,joao pessoa,"maravilhosa e ela (faixa bonus) - ao vivo"
brasilia,maceio,"maravilhosa e ela (faixa bonus) - ao vivo"
brasilia,cuiaba,"a mala e falsa - ao vivo"
brasilia,goiania,"a mala e falsa - ao vivo"
brasilia,sao paulo,"a mala e falsa - ao vivo"
brasilia,cuiaba,"amor mal resolvido - ao vivo"
brasilia,goiania,"amor mal resolvido - ao vivo"
brasilia,sao paulo,"amor mal resolvido - ao vivo"
brasilia,goiania,"seu oposto"
brasilia,cuiaba,"ficadinha - ao vivo"
brasilia,goiania,"ficadinha - ao vivo"
brasilia,porto velho,"ficadinha - ao vivo"
brasilia,sao paulo,"ficadinha - ao vivo"
brasilia,cuiaba,"bengala e croche - ao vivo"
brasilia,goiania,"bengala e croche - ao vivo"
brasilia,cuiaba,"carencia - ao vivo"
brasilia,goiania,"carencia - ao vivo"
brasilia,cuiaba,"vidinha de balada - ao vivo"
brasilia,goiania,"vidinha de balada - ao vivo"
brasilia,porto velho,"vidinha de balada - ao vivo"
brasilia,sao paulo,"vidinha de balada - ao vivo"
brasilia,maceio,"ela domina o ratata tum tum - ao vivo"
brasilia,sao luis,"ela domina o ratata tum tum - ao vivo"
brasilia,cuiaba,"reza ai"
brasilia,goiania,"reza ai"
brasilia,sao luis,"reza ai"
brasilia,goiania,"la se foi o boi com a corda"
brasilia,cuiaba,"farofei"
brasilia,florianopolis,"farofei"
brasilia,goiania,"farofei"
brasilia,joao pessoa,"farofei"
brasilia,sao paulo,"farofei"
brasilia,joao pessoa,"daquele jeito"
brasilia,maceio,"daquele jeito"
brasilia,sao luis,"daquele jeito"
brasilia,cuiaba,"eu to com ismo"
brasilia,goiania,"eu to com ismo"
brasilia,joao pessoa,"eu to com ismo"
brasilia,maceio,"eu to com ismo"
brasilia,cuiaba,"piloto automatico"
brasilia,florianopolis,"piloto automatico"
brasilia,goiania,"piloto automatico"
brasilia,joao pessoa,"piloto automatico"
brasilia,maceio,"piloto automatico"
brasilia,sao luis,"piloto automatico"
brasilia,cuiaba,"ninguem e de ferro"
brasilia,goiania,"ninguem e de ferro"
brasilia,porto velho,"ninguem e de ferro"
brasilia,cuiaba,"to fazendo amor"
brasilia,florianopolis,"to fazendo amor"
brasilia,goiania,"to fazendo amor"
brasilia,porto velho,"to fazendo amor"
brasilia,sao luis,"to fazendo amor"
brasilia,sao paulo,"to fazendo amor"
brasilia,joao pessoa,"quem chorava hoje ri - ao vivo"
brasilia,manaus,"quem chorava hoje ri - ao vivo"
brasilia,sao luis,"quem chorava hoje ri - ao vivo"
brasilia,cuiaba,"ciumento eu - ao vivo"
brasilia,goiania,"ciumento eu - ao vivo"
brasilia,porto velho,"ciumento eu - ao vivo"
brasilia,cuiaba,"duvido voce nao tomar uma - ao vivo"
brasilia,goiania,"duvido voce nao tomar uma - ao vivo"
brasilia,goiania,"todo dia"
brasilia,joao pessoa,"todo dia"
brasilia,sao paulo,"todo dia"
brasilia,cuiaba,"olha o gas - dennis remix"
brasilia,florianopolis,"olha o gas - dennis remix"
brasilia,goiania,"olha o gas - dennis remix"
brasilia,joao pessoa,"olha o gas - dennis remix"
brasilia,maceio,"olha o gas - dennis remix"
brasilia,porto velho,"olha o gas - dennis remix"
brasilia,sao luis,"olha o gas - dennis remix"
brasilia,sao paulo,"olha o gas - dennis remix"
brasilia,florianopolis,"to de boaca - ao vivo"
brasilia,joao pessoa,"to de boaca - ao vivo"
brasilia,maceio,"to de boaca - ao vivo"
brasilia,sao luis,"to de boaca - ao vivo"
brasilia,cuiaba,"chave copia - ao vivo"
brasilia,goiania,"chave copia - ao vivo"
brasilia,campo grande,"meia noite e meia"
brasilia,goiania,"meia noite e meia"
brasilia,goiania,"raspao - ao vivo"
brasilia,cuiaba,"voce partiu meu coracao"
brasilia,goiania,"voce partiu meu coracao"
brasilia,joao pessoa,"voce partiu meu coracao"
brasilia,maceio,"voce partiu meu coracao"
brasilia,porto velho,"voce partiu meu coracao"
brasilia,sao luis,"voce partiu meu coracao"
brasilia,sao paulo,"voce partiu meu coracao"
brasilia,cuiaba,"voce merece cache - ao vivo"
brasilia,goiania,"voce merece cache - ao vivo"
brasilia,joao pessoa,"voce merece cache - ao vivo"
brasilia,porto velho,"voce merece cache - ao vivo"
brasilia,sao luis,"voce merece cache - ao vivo"
brasilia,sao paulo,"voce merece cache - ao vivo"
brasilia,goiania,"olha a explosao"
brasilia,joao pessoa,"olha a explosao"
brasilia,maceio,"olha a explosao"
brasilia,porto velho,"olha a explosao"
brasilia,sao luis,"olha a explosao"
brasilia,natal,"so mais uma vez - ao vivo"
brasilia,cuiaba,"voce me trocou - ao vivo"
brasilia,goiania,"voce me trocou - ao vivo"
brasilia,cuiaba,"deixa eu voar"
brasilia,goiania,"deixa eu voar"
brasilia,cuiaba,"o verao esta chegando"
brasilia,florianopolis,"o verao esta chegando"
brasilia,goiania,"o verao esta chegando"
brasilia,maceio,"o verao esta chegando"
brasilia,sao luis,"o verao esta chegando"
brasilia,sao paulo,"o verao esta chegando"
brasilia,florianopolis,"devagarinho"
brasilia,joao pessoa,"devagarinho"
brasilia,maceio,"devagarinho"
brasilia,sao luis,"devagarinho"
brasilia,joao pessoa,"vem nenem / agachadinho / nova danca - ao vivo em salvador"
brasilia,maceio,"vem nenem / agachadinho / nova danca - ao vivo em salvador"
brasilia,sao luis,"vem nenem / agachadinho / nova danca - ao vivo em salvador"
brasilia,goiania,"podia ser nos dois - ao vivo"
brasilia,florianopolis,"michael douglas"
brasilia,goiania,"michael douglas"
brasilia,sao paulo,"michael douglas"
brasilia,cuiaba,"homem de familia - ao vivo"
brasilia,goiania,"homem de familia - ao vivo"
brasilia,porto velho,"homem de familia - ao vivo"
brasilia,sao paulo,"homem de familia - ao vivo"
brasilia,cuiaba,"aquele 1% - ao vivo"
brasilia,florianopolis,"aquele 1% - ao vivo"
brasilia,goiania,"aquele 1% - ao vivo"
brasilia,sao paulo,"aquele 1% - ao vivo"
brasilia,florianopolis,"envolvidao"
brasilia,sao paulo,"envolvidao"
brasilia,cuiaba,"e essa boca ai? - ao vivo"
brasilia,florianopolis,"e essa boca ai? - ao vivo"
brasilia,goiania,"e essa boca ai? - ao vivo"
brasilia,porto velho,"e essa boca ai? - ao vivo"
brasilia,sao paulo,"e essa boca ai? - ao vivo"
brasilia,florianopolis,"o doce - acustico em trancoso / ao vivo"
brasilia,joao pessoa,"o doce - acustico em trancoso / ao vivo"
brasilia,maceio,"o doce - acustico em trancoso / ao vivo"
brasilia,sao luis,"o doce - acustico em trancoso / ao vivo"
brasilia,cuiaba,"acordando o predio"
brasilia,goiania,"acordando o predio"
brasilia,joao pessoa,"acordando o predio"
brasilia,maceio,"acordando o predio"
brasilia,porto velho,"acordando o predio"
brasilia,sao luis,"acordando o predio"
brasilia,cuiaba,"deixa a gente quieto - ao vivo"
brasilia,goiania,"deixa a gente quieto - ao vivo"
brasilia,porto velho,"deixa a gente quieto - ao vivo"
brasilia,sao paulo,"deixa a gente quieto - ao vivo"
brasilia,joao pessoa,"ou some ou soma - ao vivo"
brasilia,sao paulo,"ou some ou soma - ao vivo"
brasilia,cuiaba,"50 reais"
brasilia,florianopolis,"50 reais"
brasilia,goiania,"50 reais"
brasilia,sao paulo,"50 reais"
brasilia,florianopolis,"agora"
brasilia,joao pessoa,"agora"
brasilia,sao luis,"agora"
brasilia,cuiaba,"eu quero e voce quer"
brasilia,florianopolis,"eu quero e voce quer"
brasilia,joao pessoa,"eu quero e voce quer"
brasilia,maceio,"eu quero e voce quer"
brasilia,sao luis,"eu quero e voce quer"
brasilia,cuiaba,"enquanto eu brindo ce chora"
brasilia,goiania,"enquanto eu brindo ce chora"
brasilia,goiania,"nada bom ii"
brasilia,sao paulo,"nada bom ii"
brasilia,florianopolis,"taquita"
brasilia,joao pessoa,"taquita"
brasilia,maceio,"taquita"
brasilia,sao luis,"taquita"
brasilia,goiania,"evidencias - ao vivo"
brasilia,cuiaba,"tudo de bom"
brasilia,florianopolis,"tudo de bom"
brasilia,maceio,"tudo de bom"
brasilia,porto velho,"tudo de bom"
brasilia,sao luis,"tudo de bom"
brasilia,cuiaba,"de tanto te querer - ao vivo"
brasilia,goiania,"de tanto te querer - ao vivo"
campo grande,cuiaba,"precipicio"
campo grande,goiania,"precipicio"
campo grande,palmas,"de mala e cuia"
campo grande,palmas,"e desse jeito que eu to"
campo grande,palmas,"meu nada - ao vivo"
campo grande,palmas,"estrelinha - ao vivo"
campo grande,rio branco,"nem aqui nem na china"
campo grande,palmas,"coracao de isca - ao vivo"
campo grande,rio branco,"coracao de isca - ao vivo"
campo grande,goiania,"meia noite e meia"
campo grande,palmas,"amargurado"
campo grande,palmas,"de joelhos"
campo grande,palmas,"cao arrependido (feat. israel & rodolffo) - ao vivo"
campo grande,palmas,"mala - ao vivo"
campo grande,teresina,"mala - ao vivo"
campo grande,natal,"meu alvo"
campo grande,rio branco,"a dama da noite - ao vivo"
